customer_id,tenure_months,churn,contract_type,monthly_charges,support_tickets,payment_method,paperless_billing,partner,dependents,internet_service
CUST-11233,20,1,Month-to-month,149.3,1,Electronic check,Yes,Yes,Yes,Fiber optic
CUST-11234,12,1,One year,98.33,3,Bank transfer (automatic),No,Yes,No,Fiber optic
CUST-11235,4,1,Month-to-month,143.19,3,Credit card (automatic),No,No,No,No
CUST-11236,69,0,Two year,181.38,1,Bank transfer (automatic),Yes,Yes,Yes,No
CUST-11237,16,0,Month-to-month,199.24,0,Electronic check,No,No,No,DSL
CUST-11238,7,0,Two year,199.77,1,Credit card (automatic),Yes,No,No,Fiber optic
CUST-11239,3,1,Month-to-month,164.58,2,Credit card (automatic),Yes,Yes,No,Fiber optic
CUST-11240,37,0,Two year,229.87,2,Credit card (automatic),Yes,No,Yes,No
CUST-11241,13,1,One year,212.48,2,Credit card (automatic),Yes,Yes,No,Fiber optic
CUST-11242,11,1,One year,200.41,1,Electronic check,No,No,No,Fiber optic
CUST-11243,39,0,Two year,60.12,1,Bank transfer (automatic),Yes,No,No,DSL
CUST-11244,30,0,One year,50.38,3,Credit card (automatic),Yes,Yes,No,Fiber optic
CUST-11245,6,1,One year,91.49,3,Bank transfer (automatic),No,No,No,No
CUST-11246,2,1,Month-to-month,181.7,2,Electronic check,No,Yes,No,Fiber optic
CUST-11247,3,1,Month-to-month,131.24,3,Credit card (automatic),No,No,Yes,Fiber optic
CUST-11248,18,0,Two year,129.48,2,Bank transfer (automatic),Yes,No,Yes,DSL
CUST-11249,57,0,One year,225.92,2,Credit card (automatic),Yes,No,No,DSL
CUST-11250,44,0,Two year,228.11,1,Bank transfer (automatic),No,No,Yes,Fiber optic
CUST-11251,5,1,Month-to-month,230.84,0,Bank transfer (automatic),Yes,Yes,Yes,DSL
CUST-11252,1,1,Month-to-month,111.78,1,Credit card (automatic),Yes,No,No,Fiber optic
CUST-11253,8,1,Month-to-month,187.21,2,Credit card (automatic),Yes,Yes,Yes,No
CUST-11254,6,1,One year,103.33,3,Electronic check,Yes,No,No,Fiber optic
CUST-11255,8,1,Month-to-month,87.12,2,Credit card (automatic),Yes,Yes,No,No
CUST-11256,4,1,Month-to-month,85.93,1,Electronic check,Yes,No,No,DSL
CUST-11257,6,1,Month-to-month,117.42,1,Bank transfer (automatic),Yes,No,Yes,Fiber optic
CUST-11258,21,0,Month-to-month,134.99,0,Credit card (automatic),Yes,No,Yes,Fiber optic
CUST-11259,2,1,One year,215.19,0,Credit card (automatic),Yes,Yes,Yes,DSL
CUST-11260,4,1,Month-to-month,72.98,3,Electronic check,Yes,No,Yes,Fiber optic
CUST-11261,39,1,Two year,195.99,1,Bank transfer (automatic),No,No,Yes,Fiber optic
CUST-11262,3,1,Month-to-month,155.29,2,Electronic check,No,No,No,Fiber optic
CUST-11263,6,1,Month-to-month,106.59,2,Electronic check,Yes,Yes,No,DSL
CUST-11264,1,1,Month-to-month,147.56,1,Electronic check,Yes,No,No,DSL
CUST-11265,4,1,Month-to-month,108.99,1,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-11266,2,1,Month-to-month,168.22,2,Bank transfer (automatic),Yes,Yes,No,DSL
CUST-11267,2,1,Month-to-month,135.77,2,Credit card (automatic),Yes,Yes,No,DSL
CUST-11268,69,0,One year,81.88,1,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic
CUST-11269,2,1,Month-to-month,72.32,2,Electronic check,No,Yes,No,No
CUST-11270,36,1,One year,158.34,1,Bank transfer (automatic),No,Yes,No,DSL
CUST-11271,25,1,Two year,229.48,0,Electronic check,Yes,Yes,Yes,No
CUST-11272,40,1,One year,117.79,0,Electronic check,Yes,No,No,Fiber optic
CUST-11273,6,1,Month-to-month,195.6,0,Electronic check,No,No,No,No
CUST-11274,2,1,Month-to-month,180.73,4,Credit card (automatic),Yes,Yes,Yes,DSL
CUST-11275,5,1,Month-to-month,235.31,3,Bank transfer (automatic),No,No,No,DSL
CUST-11276,8,1,Month-to-month,213.2,3,Credit card (automatic),Yes,No,No,DSL
CUST-11277,10,1,Two year,162.32,0,Bank transfer (automatic),No,No,No,Fiber optic
CUST-11278,13,1,Month-to-month,180.41,2,Credit card (automatic),No,Yes,No,No
CUST-11279,2,1,Month-to-month,228.68,2,Electronic check,No,Yes,No,DSL
CUST-11280,4,1,One year,128.9,2,Credit card (automatic),Yes,No,No,Fiber optic
CUST-11281,22,1,One year,114.36,3,Credit card (automatic),Yes,Yes,Yes,Fiber optic
CUST-11282,11,1,One year,51.16,2,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-11283,8,1,Month-to-month,214.31,1,Credit card (automatic),No,Yes,No,DSL
CUST-11284,1,1,Month-to-month,209.2,1,Credit card (automatic),Yes,Yes,Yes,DSL
CUST-11285,5,1,One year,69.89,0,Electronic check,Yes,No,No,DSL
CUST-11286,5,1,Month-to-month,164.37,1,Credit card (automatic),Yes,Yes,No,Fiber optic
CUST-11287,7,1,Month-to-month,141.8,1,Bank transfer (automatic),Yes,No,Yes,DSL
CUST-11288,8,1,Month-to-month,72.74,1,Electronic check,Yes,No,No,DSL
CUST-11289,3,1,Month-to-month,245.11,0,Bank transfer (automatic),Yes,No,Yes,Fiber optic
CUST-11290,32,1,Month-to-month,91.94,0,Credit card (automatic),Yes,Yes,No,Fiber optic
CUST-11291,20,1,Month-to-month,62.45,2,Electronic check,Yes,Yes,No,Fiber optic
CUST-11292,10,0,One year,167.97,3,Bank transfer (automatic),No,No,Yes,No
CUST-11293,42,0,One year,196.77,1,Credit card (automatic),No,Yes,No,DSL
CUST-11294,58,0,Two year,55.49,2,Electronic check,No,No,No,No
CUST-11295,1,1,Month-to-month,180.74,1,Electronic check,Yes,Yes,No,Fiber optic
CUST-11296,2,1,Month-to-month,155.46,2,Electronic check,No,No,Yes,No
CUST-11297,1,1,Month-to-month,69.65,1,Bank transfer (automatic),Yes,No,Yes,DSL
CUST-11298,54,0,One year,83.5,2,Credit card (automatic),Yes,No,No,DSL
CUST-11299,9,1,One year,162.59,1,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-11300,9,1,Month-to-month,108.27,1,Electronic check,Yes,Yes,No,DSL
CUST-11301,9,1,Two year,236.66,2,Electronic check,Yes,Yes,No,No
CUST-11302,2,1,Month-to-month,212.75,2,Electronic check,No,Yes,No,Fiber optic
CUST-11303,6,1,One year,245.71,2,Credit card (automatic),Yes,Yes,Yes,Fiber optic
CUST-11304,38,0,One year,100.93,1,Bank transfer (automatic),Yes,No,Yes,DSL
CUST-11305,18,1,Two year,242.94,1,Credit card (automatic),Yes,Yes,No,No
CUST-11306,51,0,One year,135.25,0,Electronic check,Yes,Yes,No,DSL
CUST-11307,60,0,Two year,118.5,2,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-11308,12,1,Month-to-month,59.07,3,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-11309,4,1,Two year,59.55,1,Electronic check,No,No,No,Fiber optic
CUST-11310,3,1,Month-to-month,187.4,1,Bank transfer (automatic),Yes,Yes,No,No
CUST-11311,24,0,Two year,140.59,0,Electronic check,Yes,Yes,Yes,DSL
CUST-11312,4,1,One year,94.3,0,Electronic check,No,No,No,DSL
CUST-11313,12,1,Two year,171.79,0,Electronic check,No,No,No,Fiber optic
CUST-11314,19,1,Month-to-month,99.57,0,Credit card (automatic),No,Yes,No,No
CUST-11315,17,1,One year,164.53,0,Credit card (automatic),No,Yes,No,DSL
CUST-11316,5,1,One year,120.84,2,Electronic check,Yes,Yes,No,No
CUST-11317,17,1,One year,213.71,2,Electronic check,Yes,Yes,No,DSL
CUST-11318,4,1,Month-to-month,213.14,2,Bank transfer (automatic),No,Yes,Yes,No
CUST-11319,2,1,Month-to-month,144.47,1,Bank transfer (automatic),No,No,No,No
CUST-11320,8,1,Month-to-month,119.16,1,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-11321,2,1,Month-to-month,121.51,1,Electronic check,Yes,Yes,Yes,No
CUST-11322,31,0,Two year,210.14,1,Electronic check,No,No,Yes,Fiber optic
CUST-11323,1,1,Month-to-month,114.64,0,Electronic check,Yes,Yes,No,DSL
CUST-11324,42,1,Two year,90.81,2,Electronic check,Yes,Yes,Yes,No
CUST-11325,8,1,Month-to-month,65.94,1,Credit card (automatic),Yes,No,No,Fiber optic
CUST-11326,7,1,Month-to-month,142.34,0,Credit card (automatic),No,Yes,No,DSL
CUST-11327,35,0,Two year,145.43,0,Bank transfer (automatic),No,No,No,DSL
CUST-11328,2,1,One year,217.18,1,Credit card (automatic),Yes,Yes,No,DSL
CUST-11329,12,1,Month-to-month,93.25,0,Electronic check,Yes,Yes,No,No
CUST-11330,9,1,One year,125.2,1,Electronic check,Yes,Yes,No,DSL
CUST-11331,21,0,One year,210.68,1,Credit card (automatic),Yes,Yes,No,No
CUST-11332,10,1,Month-to-month,213.72,2,Electronic check,Yes,Yes,No,Fiber optic
CUST-11333,65,1,Two year,125.92,1,Electronic check,Yes,Yes,Yes,Fiber optic
CUST-11334,41,1,Two year,140.82,1,Credit card (automatic),Yes,No,Yes,Fiber optic
CUST-11335,8,1,One year,109.66,0,Electronic check,No,No,Yes,DSL
CUST-11336,11,1,Month-to-month,235.51,2,Electronic check,No,Yes,No,Fiber optic
CUST-11337,8,0,One year,72.73,1,Bank transfer (automatic),Yes,No,No,DSL
CUST-11338,7,1,Month-to-month,235.75,2,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-11339,2,1,Month-to-month,185.77,2,Electronic check,No,No,No,DSL
CUST-11340,16,0,Month-to-month,155.31,0,Electronic check,Yes,Yes,No,Fiber optic
CUST-11341,9,1,Month-to-month,55.53,3,Bank transfer (automatic),No,No,No,DSL
CUST-11342,19,0,Two year,144.12,0,Electronic check,Yes,Yes,No,DSL
CUST-11343,41,0,One year,130.55,2,Credit card (automatic),No,Yes,No,No
CUST-11344,7,1,One year,81.24,1,Electronic check,No,No,No,DSL
CUST-11345,1,1,Month-to-month,180.28,1,Electronic check,No,No,Yes,DSL
CUST-11346,4,1,Month-to-month,243.23,5,Bank transfer (automatic),No,No,No,No
CUST-11347,1,1,Month-to-month,161.44,2,Bank transfer (automatic),No,No,No,DSL
CUST-11348,34,1,Two year,191.95,2,Electronic check,Yes,Yes,No,Fiber optic
CUST-11349,3,1,Month-to-month,62.69,1,Electronic check,Yes,No,Yes,No
CUST-11350,42,1,Two year,132.53,0,Electronic check,Yes,Yes,No,DSL
CUST-11351,14,0,One year,72.27,1,Electronic check,No,Yes,No,Fiber optic
CUST-11352,45,1,Month-to-month,171.56,1,Bank transfer (automatic),No,No,No,DSL
CUST-11353,12,1,One year,236.7,2,Credit card (automatic),Yes,Yes,Yes,No
CUST-11354,1,1,Month-to-month,181.36,2,Credit card (automatic),Yes,No,No,No
CUST-11355,65,0,Two year,64.36,0,Bank transfer (automatic),No,Yes,No,No
CUST-11356,12,1,Two year,119.93,3,Bank transfer (automatic),Yes,No,Yes,Fiber optic
CUST-11357,1,1,Month-to-month,159.13,1,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-11358,1,1,Month-to-month,129.64,0,Electronic check,No,Yes,Yes,Fiber optic
CUST-11359,1,1,One year,215.73,3,Electronic check,Yes,No,No,Fiber optic
CUST-11360,8,0,Two year,211.93,2,Credit card (automatic),Yes,Yes,No,No
CUST-11361,4,1,Month-to-month,171.37,0,Credit card (automatic),Yes,No,No,Fiber optic
CUST-11362,13,1,One year,123.69,0,Bank transfer (automatic),Yes,No,No,DSL
CUST-11363,33,1,One year,100.07,3,Credit card (automatic),Yes,No,No,DSL
CUST-11364,7,1,One year,70.17,0,Bank transfer (automatic),Yes,No,Yes,DSL
CUST-11365,11,1,Month-to-month,119.98,4,Electronic check,Yes,Yes,No,Fiber optic
CUST-11366,33,1,One year,131.63,2,Bank transfer (automatic),Yes,No,Yes,Fiber optic
CUST-11367,2,1,Two year,184.16,1,Electronic check,Yes,Yes,No,Fiber optic
CUST-11368,11,0,Month-to-month,180.63,0,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic
CUST-11369,6,1,Month-to-month,63.02,0,Electronic check,No,Yes,Yes,No
CUST-11370,44,0,Two year,128.05,0,Credit card (automatic),Yes,No,No,No
CUST-11371,3,1,Month-to-month,85.36,1,Bank transfer (automatic),No,No,No,DSL
CUST-11372,26,0,Two year,80.36,2,Credit card (automatic),No,No,No,No
CUST-11373,4,1,Month-to-month,214.46,0,Credit card (automatic),Yes,No,No,Fiber optic
CUST-11374,3,1,Month-to-month,57.38,2,Bank transfer (automatic),No,No,No,DSL
CUST-11375,4,1,Two year,132.84,4,Credit card (automatic),Yes,No,No,Fiber optic
CUST-11376,18,1,Month-to-month,82.64,1,Credit card (automatic),No,Yes,Yes,DSL
CUST-11377,7,1,One year,224.87,1,Electronic check,Yes,No,No,DSL
CUST-11378,2,1,Month-to-month,160.41,1,Bank transfer (automatic),No,No,No,Fiber optic
CUST-11379,12,1,One year,95.28,4,Credit card (automatic),Yes,Yes,No,Fiber optic
CUST-11380,7,1,Month-to-month,149.49,3,Credit card (automatic),No,No,No,Fiber optic
CUST-11381,2,1,Month-to-month,195.3,2,Electronic check,Yes,Yes,No,DSL
CUST-11382,10,1,Two year,240.62,3,Credit card (automatic),No,No,No,Fiber optic
CUST-11383,7,1,Month-to-month,93.09,4,Electronic check,Yes,No,Yes,DSL
CUST-11384,2,1,One year,226.24,3,Electronic check,No,No,Yes,DSL
CUST-11385,4,1,Month-to-month,235.86,2,Credit card (automatic),Yes,No,Yes,DSL
CUST-11386,18,0,One year,232.28,1,Electronic check,Yes,No,Yes,DSL
CUST-11387,6,1,Month-to-month,176.08,1,Electronic check,No,No,No,Fiber optic
CUST-11388,10,1,Two year,174.96,0,Credit card (automatic),No,Yes,Yes,DSL
CUST-11389,3,1,Month-to-month,129.64,1,Electronic check,Yes,Yes,No,No
CUST-11390,1,1,Month-to-month,199.48,1,Electronic check,No,No,No,DSL
CUST-11391,8,0,Month-to-month,155.26,2,Electronic check,No,No,Yes,DSL
CUST-11392,27,1,Month-to-month,184.49,2,Credit card (automatic),No,No,No,DSL
CUST-11393,13,1,One year,134.69,0,Credit card (automatic),Yes,Yes,No,Fiber optic
CUST-11394,7,1,Month-to-month,195.3,1,Bank transfer (automatic),Yes,No,Yes,DSL
CUST-11395,72,0,Two year,213.89,2,Electronic check,No,No,No,No
CUST-11396,2,1,Month-to-month,78.29,0,Electronic check,Yes,Yes,Yes,Fiber optic
CUST-11397,2,1,Month-to-month,215.59,1,Electronic check,Yes,No,Yes,No
CUST-11398,1,1,One year,157.06,1,Credit card (automatic),Yes,No,No,Fiber optic
CUST-11399,22,1,One year,217.93,0,Bank transfer (automatic),Yes,No,No,DSL
CUST-11400,10,1,Month-to-month,135.26,2,Electronic check,No,No,Yes,No
CUST-11401,11,1,Month-to-month,124.81,2,Electronic check,No,Yes,Yes,No
CUST-11402,1,1,Month-to-month,232.01,1,Electronic check,Yes,No,No,No
CUST-11403,18,1,One year,99.23,1,Credit card (automatic),Yes,No,No,No
CUST-11404,6,1,One year,217.84,5,Credit card (automatic),Yes,No,Yes,Fiber optic
CUST-11405,6,1,Month-to-month,145.8,4,Credit card (automatic),Yes,No,No,DSL
CUST-11406,38,1,Two year,151.82,2,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-11407,8,0,Two year,110.69,0,Credit card (automatic),No,Yes,Yes,Fiber optic
CUST-11408,19,1,One year,163.61,1,Electronic check,No,Yes,No,Fiber optic
CUST-11409,7,1,Two year,114.04,1,Electronic check,Yes,Yes,No,DSL
CUST-11410,6,1,Month-to-month,56.85,2,Credit card (automatic),No,No,No,DSL
CUST-11411,17,0,Month-to-month,103.4,0,Credit card (automatic),Yes,No,No,No
CUST-11412,2,1,Month-to-month,50.28,0,Credit card (automatic),No,Yes,No,DSL
CUST-11413,4,1,Month-to-month,244.67,3,Credit card (automatic),Yes,Yes,Yes,Fiber optic
CUST-11414,10,1,One year,242.15,1,Credit card (automatic),No,Yes,Yes,DSL
CUST-11415,50,1,Two year,128.03,1,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-11416,12,1,Month-to-month,194.67,0,Credit card (automatic),Yes,No,No,DSL
CUST-11417,10,1,Month-to-month,118.16,1,Bank transfer (automatic),Yes,No,No,No
CUST-11418,7,1,Month-to-month,183.22,2,Electronic check,Yes,No,No,DSL
CUST-11419,34,1,Two year,210.09,0,Credit card (automatic),Yes,No,No,No
CUST-11420,7,1,Month-to-month,238.35,1,Bank transfer (automatic),Yes,Yes,No,DSL
CUST-11421,1,1,One year,129.04,2,Credit card (automatic),Yes,No,No,DSL
CUST-11422,8,1,Month-to-month,205.66,1,Bank transfer (automatic),No,No,No,DSL
CUST-11423,3,1,Month-to-month,102.19,2,Bank transfer (automatic),Yes,No,Yes,Fiber optic
CUST-11424,47,1,Two year,247.07,0,Electronic check,No,No,No,Fiber optic
CUST-11425,17,0,Two year,54.15,2,Credit card (automatic),Yes,No,No,Fiber optic
CUST-11426,1,1,Month-to-month,169.71,3,Electronic check,No,No,No,Fiber optic
CUST-11427,15,1,Two year,180.9,2,Bank transfer (automatic),No,No,No,Fiber optic
CUST-11428,36,0,One year,186.61,3,Bank transfer (automatic),Yes,No,Yes,No
CUST-11429,11,1,Two year,73.08,3,Electronic check,No,No,No,DSL
CUST-11430,1,1,Month-to-month,236.71,3,Electronic check,Yes,Yes,No,DSL
CUST-11431,7,1,One year,85.24,2,Credit card (automatic),No,Yes,No,Fiber optic
CUST-11432,3,1,Month-to-month,173.55,1,Electronic check,Yes,No,No,Fiber optic
CUST-11433,1,1,One year,93.54,0,Electronic check,Yes,Yes,Yes,Fiber optic
CUST-11434,11,1,Month-to-month,110.44,0,Credit card (automatic),Yes,Yes,No,DSL
CUST-11435,3,1,Month-to-month,158.29,1,Credit card (automatic),Yes,Yes,No,DSL
CUST-11436,3,1,Month-to-month,132.44,0,Electronic check,Yes,No,No,DSL
CUST-11437,6,1,One year,81.05,2,Bank transfer (automatic),No,No,No,DSL
CUST-11438,6,1,Month-to-month,83.19,3,Bank transfer (automatic),Yes,Yes,No,DSL
CUST-11439,44,1,One year,132.63,2,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic
CUST-11440,5,1,Two year,200.46,2,Bank transfer (automatic),Yes,No,No,DSL
CUST-11441,4,1,Month-to-month,228.59,1,Electronic check,Yes,Yes,Yes,DSL
CUST-11442,19,1,One year,65.83,0,Electronic check,Yes,Yes,No,DSL
CUST-11443,1,1,Month-to-month,127.62,1,Electronic check,No,No,Yes,Fiber optic
CUST-11444,23,0,Two year,69.05,2,Bank transfer (automatic),Yes,No,Yes,Fiber optic
CUST-11445,12,1,Month-to-month,52.32,3,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-11446,13,0,One year,181.34,1,Bank transfer (automatic),Yes,No,No,No
CUST-11447,8,0,Two year,169.49,1,Bank transfer (automatic),Yes,Yes,No,DSL
CUST-11448,28,1,Two year,81.6,1,Credit card (automatic),No,No,No,No
CUST-11449,16,1,One year,95.76,1,Credit card (automatic),Yes,Yes,No,DSL
CUST-11450,11,1,Month-to-month,53.74,2,Credit card (automatic),Yes,Yes,No,Fiber optic
CUST-11451,8,1,One year,215.99,0,Electronic check,Yes,No,No,DSL
CUST-11452,14,1,Two year,243.94,3,Electronic check,Yes,No,No,Fiber optic
CUST-11453,59,0,One year,76.09,2,Credit card (automatic),Yes,Yes,No,No
CUST-11454,1,1,Month-to-month,95.3,2,Credit card (automatic),Yes,Yes,No,No
CUST-11455,55,0,Two year,222.68,1,Credit card (automatic),No,No,No,DSL
CUST-11456,4,1,One year,234.29,2,Credit card (automatic),Yes,No,Yes,DSL
CUST-11457,24,0,One year,132.93,3,Electronic check,Yes,Yes,No,DSL
CUST-11458,4,1,Month-to-month,59.12,1,Credit card (automatic),Yes,No,Yes,No
CUST-11459,20,0,One year,56.88,3,Credit card (automatic),Yes,Yes,No,Fiber optic
CUST-11460,1,1,Month-to-month,163.79,0,Credit card (automatic),Yes,No,Yes,DSL
CUST-11461,13,1,One year,127.58,3,Bank transfer (automatic),No,Yes,No,DSL
CUST-11462,4,1,Month-to-month,54.73,3,Credit card (automatic),No,Yes,Yes,No
CUST-11463,48,0,One year,165.65,2,Credit card (automatic),Yes,Yes,No,No
CUST-11464,69,0,Two year,51.26,1,Bank transfer (automatic),Yes,Yes,No,No
CUST-11465,2,1,Month-to-month,206.47,1,Bank transfer (automatic),Yes,Yes,No,DSL
CUST-11466,14,0,Two year,110.29,2,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-11467,10,1,Month-to-month,57.05,1,Electronic check,No,Yes,No,DSL
CUST-11468,7,1,Two year,166.67,3,Electronic check,No,Yes,No,DSL
CUST-11469,4,1,Two year,128.54,4,Electronic check,No,No,No,DSL
CUST-11470,29,0,One year,243.76,3,Electronic check,Yes,Yes,No,Fiber optic
CUST-11471,18,1,One year,157.84,1,Bank transfer (automatic),Yes,No,No,DSL
CUST-11472,17,1,Two year,104.05,1,Credit card (automatic),No,Yes,No,Fiber optic
CUST-11473,1,1,Month-to-month,190.89,1,Electronic check,No,Yes,No,No
CUST-11474,4,1,Month-to-month,103.3,1,Electronic check,No,No,No,Fiber optic
CUST-11475,18,1,One year,229.85,1,Electronic check,Yes,No,Yes,DSL
CUST-11476,54,1,Two year,123.94,1,Credit card (automatic),Yes,Yes,No,Fiber optic
CUST-11477,16,1,One year,158.97,1,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-11478,12,0,Two year,59.11,1,Bank transfer (automatic),Yes,No,No,No
CUST-11479,2,1,Month-to-month,134.22,4,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-11480,2,1,Two year,215.47,0,Electronic check,No,No,No,Fiber optic
CUST-11481,5,1,Month-to-month,210.13,3,Electronic check,Yes,No,No,Fiber optic
CUST-11482,6,1,One year,93.86,1,Electronic check,Yes,Yes,Yes,DSL
CUST-11483,13,1,Month-to-month,94.22,2,Credit card (automatic),No,No,No,DSL
CUST-11484,2,1,Month-to-month,212.46,2,Bank transfer (automatic),Yes,No,Yes,Fiber optic
CUST-11485,3,1,Month-to-month,235.08,1,Credit card (automatic),No,No,Yes,DSL
CUST-11486,4,1,Month-to-month,68.07,1,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-11487,21,0,One year,139.01,3,Credit card (automatic),Yes,No,No,No
CUST-11488,8,1,Month-to-month,116.49,1,Electronic check,No,No,Yes,No
CUST-11489,3,1,Month-to-month,223.14,1,Electronic check,No,Yes,No,No
CUST-11490,3,1,Month-to-month,65.7,1,Credit card (automatic),Yes,No,No,No
CUST-11491,24,1,Month-to-month,91.23,0,Bank transfer (automatic),No,Yes,Yes,Fiber optic
CUST-11492,2,1,Month-to-month,199.49,0,Electronic check,Yes,Yes,Yes,Fiber optic
CUST-11493,10,1,Month-to-month,59.26,1,Bank transfer (automatic),Yes,Yes,Yes,DSL
CUST-11494,3,1,One year,147.51,2,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic
CUST-11495,16,0,One year,137.42,1,Credit card (automatic),Yes,No,No,Fiber optic
CUST-11496,31,1,One year,115.88,2,Bank transfer (automatic),No,No,No,Fiber optic
CUST-11497,2,1,Month-to-month,127.91,1,Credit card (automatic),No,Yes,No,DSL
CUST-11498,19,1,Month-to-month,154.99,0,Credit card (automatic),No,No,Yes,DSL
CUST-11499,18,0,Two year,81.27,1,Bank transfer (automatic),No,Yes,No,Fiber optic
CUST-11500,7,1,One year,163.4,3,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-11501,1,1,Month-to-month,210.09,2,Electronic check,No,No,No,DSL
CUST-11502,6,1,Month-to-month,201.03,1,Credit card (automatic),No,No,No,Fiber optic
CUST-11503,1,1,Month-to-month,79.78,2,Electronic check,No,Yes,No,No
CUST-11504,17,1,Month-to-month,78.85,0,Electronic check,No,No,Yes,Fiber optic
CUST-11505,15,1,Month-to-month,102.63,1,Credit card (automatic),No,Yes,No,DSL
CUST-11506,9,1,One year,121.21,0,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-11507,26,0,One year,130.69,1,Credit card (automatic),No,Yes,Yes,Fiber optic
CUST-11508,15,1,One year,184.94,1,Electronic check,No,Yes,Yes,DSL
CUST-11509,13,1,One year,60.34,2,Electronic check,No,No,Yes,DSL
CUST-11510,43,1,Two year,55.93,0,Credit card (automatic),Yes,No,No,No
CUST-11511,38,1,One year,127.38,2,Electronic check,Yes,Yes,Yes,DSL
CUST-11512,12,0,Two year,188.43,0,Electronic check,No,No,Yes,Fiber optic
CUST-11513,6,1,Month-to-month,87.69,2,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-11514,2,1,Month-to-month,177.3,1,Electronic check,No,No,No,Fiber optic
CUST-11515,2,1,Month-to-month,100.97,1,Credit card (automatic),Yes,Yes,Yes,Fiber optic
CUST-11516,8,1,One year,226.22,1,Bank transfer (automatic),Yes,No,No,DSL
CUST-11517,6,1,Two year,228.14,1,Electronic check,Yes,No,No,No
CUST-11518,5,1,Month-to-month,108.46,0,Credit card (automatic),Yes,Yes,No,DSL
CUST-11519,54,0,Two year,95.0,1,Credit card (automatic),Yes,No,No,DSL
CUST-11520,8,0,Month-to-month,131.26,2,Credit card (automatic),Yes,No,No,DSL
CUST-11521,18,0,Two year,97.11,0,Credit card (automatic),Yes,No,No,No
CUST-11522,2,1,Month-to-month,183.48,1,Electronic check,Yes,Yes,Yes,Fiber optic
CUST-11523,16,1,Month-to-month,214.21,1,Bank transfer (automatic),Yes,No,No,DSL
CUST-11524,16,1,Month-to-month,183.62,1,Bank transfer (automatic),Yes,No,No,No
CUST-11525,3,1,Month-to-month,213.87,0,Electronic check,Yes,No,No,Fiber optic
CUST-11526,1,1,Month-to-month,128.4,0,Electronic check,No,No,No,Fiber optic
CUST-11527,10,1,Month-to-month,80.26,0,Electronic check,Yes,Yes,No,No
CUST-11528,46,0,Two year,196.59,2,Electronic check,Yes,No,Yes,DSL
CUST-11529,1,1,One year,121.09,0,Credit card (automatic),No,No,Yes,Fiber optic
CUST-11530,3,1,Month-to-month,183.25,3,Electronic check,Yes,Yes,Yes,DSL
CUST-11531,16,0,One year,103.13,3,Electronic check,No,No,No,Fiber optic
CUST-11532,16,1,One year,65.25,1,Bank transfer (automatic),No,No,Yes,DSL
CUST-11533,4,1,Month-to-month,247.52,1,Electronic check,Yes,No,No,Fiber optic
CUST-11534,7,1,Month-to-month,80.24,2,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic
CUST-11535,7,1,Month-to-month,246.68,2,Bank transfer (automatic),Yes,No,No,DSL
CUST-11536,3,1,Month-to-month,244.46,3,Electronic check,Yes,Yes,Yes,DSL
CUST-11537,8,1,One year,207.76,3,Bank transfer (automatic),Yes,No,No,No
CUST-11538,10,1,Month-to-month,180.88,2,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-11539,21,0,One year,164.56,3,Credit card (automatic),No,No,No,No
CUST-11540,50,0,One year,222.22,0,Electronic check,Yes,Yes,No,Fiber optic
CUST-11541,6,1,Month-to-month,106.89,1,Credit card (automatic),Yes,No,No,Fiber optic
CUST-11542,3,1,One year,142.54,0,Bank transfer (automatic),No,No,Yes,No
CUST-11543,28,1,Month-to-month,172.88,1,Credit card (automatic),Yes,Yes,Yes,DSL
CUST-11544,32,0,Two year,131.24,1,Electronic check,Yes,No,Yes,Fiber optic
CUST-11545,17,1,Month-to-month,134.5,2,Credit card (automatic),Yes,No,No,Fiber optic
CUST-11546,14,1,Two year,115.06,0,Credit card (automatic),Yes,No,Yes,DSL
CUST-11547,18,1,One year,161.85,2,Credit card (automatic),No,Yes,Yes,DSL
